MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleType,SalePrice,GarageAge,PropertyAge,RemodAge
60_20,FV_RL_RH,9364.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,7,Others,CompShg,Others,Others,Stone,143.0,3,3,Others,3,3,1,5,371.0,1,0.0,292.0,GasA_GasW,3,1,SBrkr,663.0,689.0,0.0,0,0,1,1,4,3,7,Typ,0,0,Attchd,3,1,3,3,1,379.0,36.0,0.0,0.0,0.0,0.0,0,3,Others,158000.0,41.0,41.0,0.0
Others,FV_RL_RH,2544.0,1,4,Others,UpperQuan,Norm,Norm,Others,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,4,3,1,6,368.0,5,42.0,190.0,GasA_GasW,5,1,SBrkr,600.0,600.0,0.0,1,0,2,1,2,4,4,Typ,0,0,Others,2,2,3,3,1,0.0,172.0,0.0,0.0,0.0,0.0,0,2,Others,149500.0,6.0,6.0,1.0
60_20,FV_RL_RH,9888.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,4,486.0,1,0.0,450.0,GasA_GasW,3,1,Others,936.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Attchd,1,1,3,3,1,0.0,0.0,160.0,0.0,0.0,0.0,0,3,Others,121000.0,52.0,52.0,21.0
60_20,FV_RL_RH,7942.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,7,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,85.0,5,955.0,0.0,GasA_GasW,3,1,Others,1040.0,0.0,0.0,0,1,1,0,3,3,6,Typ,0,0,Attchd,3,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,136000.0,54.0,54.0,0.0
60_20,FV_RL_RH,15038.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,0.0,3,3,PConc,4,3,1,3,138.0,1,0.0,778.0,GasA_GasW,4,1,SBrkr,916.0,720.0,0.0,0,0,2,1,3,3,7,Typ,1,3,Attchd,3,2,3,3,1,168.0,84.0,0.0,0.0,0.0,0.0,0,11,Others,173000.0,12.0,12.0,0.0
60_20,FV_RL_RH,11764.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,348.0,4,3,PConc,4,3,1,6,524.0,1,0.0,628.0,GasA_GasW,5,1,SBrkr,1164.0,1106.0,0.0,0,0,2,1,4,4,9,Typ,1,4,Attchd,3,3,3,3,1,132.0,57.0,0.0,0.0,0.0,0.0,0,4,Others,290000.0,11.0,11.0,8.0
60_20,FV_RL_RH,9000.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,4,3,PConc,4,3,3,6,64.0,1,0.0,1120.0,GasA_GasW,5,1,SBrkr,1184.0,1426.0,0.0,0,0,2,1,4,5,11,Typ,1,4,BuiltIn,3,2,3,3,1,208.0,364.0,0.0,0.0,0.0,0.0,0,8,New,303477.0,0.0,0.0,0.0
60_20,FV_RL_RH,20062.0,1,3,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,7,Hip,CompShg,Others,Others,Others,0.0,4,4,Others,4,3,4,5,1092.0,1,0.0,328.0,GasA_GasW,4,1,SBrkr,1483.0,0.0,0.0,1,0,1,1,1,3,4,Typ,2,3,Attchd,2,2,3,3,1,496.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,270000.0,33.0,33.0,24.0
Others,Others,7308.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,5,Others,CompShg,Others,Others,Others,0.0,2,2,Others,3,3,1,3,360.0,1,0.0,576.0,GasA_GasW,4,0,Others,960.0,780.0,0.0,0,0,1,0,2,5,6,Typ,1,4,Others,1,1,2,2,0,0.0,0.0,236.0,0.0,0.0,0.0,0,6,Others,122250.0,88.0,88.0,30.0
60_20,FV_RL_RH,8750.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,172.0,2,483.0,727.0,GasA_GasW,4,1,Others,1382.0,0.0,0.0,0,1,1,0,3,4,6,Typ,0,0,Attchd,1,1,3,3,1,280.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,153000.0,54.0,54.0,0.0
60_20,FV_RL_RH,8402.0,1,4,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,4,3,1,5,206.0,1,0.0,914.0,GasA_GasW,5,1,SBrkr,1120.0,0.0,0.0,0,0,1,0,3,3,6,Typ,0,0,Others,0,0,0,0,1,0.0,30.0,0.0,0.0,0.0,0.0,0,12,New,147000.0,0.0,0.0,0.0
Others,FV_RL_RH,4000.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,8,Others,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,1,6,246.0,1,0.0,285.0,GasA_GasW,3,1,SBrkr,567.0,531.0,0.0,1,0,1,0,2,3,5,Typ,1,4,Others,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,148500.0,77.0,77.0,65.0
Others,Others,3363.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,117.0,4,3,PConc,4,3,1,1,0.0,1,0.0,976.0,GasA_GasW,5,1,SBrkr,976.0,732.0,0.0,0,0,2,0,3,4,7,Others,0,0,Others,1,2,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,4,Others,130000.0,2.0,2.0,0.0
60_20,FV_RL_RH,13615.0,1,3,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,Others,Others,Stone,510.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1802.0,GasA_GasW,5,1,SBrkr,1802.0,0.0,0.0,0,0,2,1,3,5,7,Typ,1,4,Attchd,3,3,3,3,1,158.0,105.0,0.0,0.0,0.0,0.0,0,6,Others,372000.0,1.0,1.0,0.0
120,FV_RL_RH,3013.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,145.0,4,3,PConc,4,3,4,6,16.0,1,0.0,1346.0,GasA_GasW,5,1,SBrkr,1506.0,0.0,0.0,0,0,2,0,2,4,6,Typ,1,4,Attchd,3,2,3,3,1,142.0,20.0,0.0,0.0,0.0,0.0,0,4,Others,213490.0,1.0,1.0,0.0
60_20,FV_RL_RH,17485.0,1,2,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,96.0,4,3,PConc,4,3,4,6,1346.0,1,0.0,162.0,GasA_GasW,5,1,SBrkr,1508.0,0.0,0.0,1,0,1,0,1,4,5,Typ,2,3,Attchd,2,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Con,308030.0,1.0,1.0,1.0
60_20,FV_RL_RH,23730.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,668.0,4,3,PConc,5,3,2,6,700.0,1,0.0,1140.0,GasA_GasW,5,1,SBrkr,2032.0,0.0,0.0,1,0,3,0,3,4,7,Typ,0,0,Attchd,3,3,3,3,1,0.0,46.0,192.0,0.0,0.0,0.0,0,9,Others,300000.0,12.0,12.0,1.0
60_20,FV_RL_RH,8910.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,5,655.0,1,0.0,0.0,GasA_GasW,5,1,SBrkr,1194.0,0.0,0.0,0,1,1,0,3,3,6,Typ,1,2,BuiltIn,3,2,3,3,1,0.0,0.0,192.0,0.0,0.0,0.0,0,7,Others,159500.0,52.0,47.0,0.0
Others,Others,2522.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,0.0,970.0,GasA_GasW,5,1,SBrkr,970.0,739.0,0.0,0,0,2,0,3,4,7,Others,0,0,Others,1,2,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,4,Others,137500.0,2.0,2.0,0.0
60_20,FV_RL_RH,8688.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,228.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1616.0,GasA_GasW,5,1,SBrkr,1616.0,0.0,0.0,0,0,2,0,3,4,7,Typ,0,0,Attchd,2,3,3,3,1,208.0,59.0,0.0,0.0,0.0,0.0,0,4,Others,232000.0,1.0,1.0,0.0
Others,Others,6291.0,0,3,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Others,CompShg,Others,Others,Others,0.0,4,4,Others,3,3,1,1,0.0,1,0.0,768.0,GasA_GasW,3,1,SBrkr,768.0,0.0,0.0,0,0,1,0,1,3,4,Typ,0,0,Others,1,2,3,3,0,0.0,0.0,84.0,0.0,0.0,0.0,0,7,Others,93850.0,78.0,78.0,20.0
Others,FV_RL_RH,17529.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Stone,65.0,3,3,Others,3,3,1,1,0.0,1,0.0,872.0,GasA_GasW,2,0,Others,872.0,0.0,0.0,0,0,1,0,2,2,5,Others,1,4,Others,1,1,2,2,0,0.0,0.0,116.0,0.0,0.0,0.0,0,4,Others,105000.0,82.0,82.0,26.0
Others,Others,6324.0,1,3,Others,LowerQuan,Others,Others,1Fam_TwnhsE,1Story_2Story,4,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,520.0,GasA_GasW,2,0,SBrkr,520.0,0.0,0.0,0,0,1,0,1,2,4,Typ,0,0,Others,1,1,2,3,1,49.0,0.0,87.0,0.0,0.0,0.0,0,5,Others,68500.0,88.0,81.0,23.0
Others,FV_RL_RH,11600.0,1,4,Others,Others,Others,Norm,Others,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,361.0,3,3,Others,3,3,1,3,443.0,1,0.0,662.0,GasA_GasW,3,1,Others,1105.0,1169.0,0.0,0,0,2,0,5,3,12,Typ,0,0,Others,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Others,154300.0,50.0,50.0,0.0
Others,Others,7288.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,4,Others,3,1,1,1,0.0,1,0.0,936.0,GasA_GasW,5,1,SBrkr,936.0,665.0,0.0,0,0,2,0,3,3,6,Typ,0,0,Others,0,0,0,0,0,0.0,0.0,0.0,176.0,0.0,0.0,0,9,Others,129850.0,0.0,82.0,78.0
Others,Others,4571.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,4,168.0,1,0.0,448.0,GasA_GasW,5,1,SBrkr,616.0,616.0,0.0,0,0,1,0,3,3,6,Typ,0,0,Others,1,2,2,2,1,280.0,0.0,143.0,0.0,0.0,0.0,0,6,Others,114000.0,87.0,97.0,40.0
60_20,FV_RL_RH,17423.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,748.0,5,3,PConc,5,3,1,6,1904.0,1,0.0,312.0,GasA_GasW,5,1,SBrkr,2234.0,0.0,0.0,1,0,2,0,1,5,9,Typ,1,4,Attchd,3,3,3,3,1,0.0,60.0,0.0,0.0,0.0,0.0,0,7,New,501837.0,0.0,1.0,1.0
Others,Others,12665.0,1,3,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,8,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,1,0.0,1,0.0,876.0,GasA_GasW,4,1,SBrkr,876.0,540.0,0.0,0,0,1,1,4,3,7,Typ,1,4,Others,1,3,3,3,1,418.0,0.0,194.0,0.0,0.0,0.0,0,6,Others,153900.0,59.0,93.0,35.0
60_20,FV_RL_RH,9000.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,4,Others,3,3,1,5,240.0,1,0.0,624.0,GasA_GasW,4,1,SBrkr,864.0,0.0,0.0,0,0,1,0,3,3,5,Typ,0,0,Others,1,2,3,3,1,200.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,130000.0,23.0,38.0,35.0
120,Others,4500.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,197.0,3,3,PConc,5,3,1,6,864.0,1,0.0,325.0,GasA_GasW,5,1,SBrkr,1189.0,0.0,0.0,1,0,2,0,2,3,4,Typ,0,0,Attchd,2,2,3,3,1,0.0,122.0,0.0,0.0,0.0,0.0,0,4,Others,160500.0,11.0,11.0,0.0
120,FV_RL_RH,6373.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,Others,Others,Others,572.0,5,3,PConc,5,4,1,6,415.0,1,0.0,1251.0,GasA_GasW,5,1,SBrkr,1666.0,0.0,0.0,1,0,2,0,2,4,6,Typ,1,4,Attchd,2,2,3,3,1,228.0,75.0,0.0,0.0,0.0,0.0,0,6,New,310090.0,0.0,0.0,0.0
60_20,FV_RL_RH,10083.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,6,833.0,1,0.0,343.0,GasA_GasW,5,1,SBrkr,1200.0,0.0,0.0,1,0,2,0,2,4,5,Typ,0,0,Attchd,2,2,3,3,1,0.0,41.0,0.0,0.0,0.0,0.0,0,8,Others,184900.0,6.0,6.0,0.0
60_20,FV_RL_RH,13300.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,1,3,377.0,1,0.0,551.0,GasA_GasW,3,1,SBrkr,928.0,0.0,0.0,0,0,1,0,2,3,4,Typ,0,0,Attchd,1,1,3,3,1,261.0,0.0,156.0,0.0,0.0,0.0,0,6,Others,132000.0,51.0,51.0,44.0
60_20,FV_RL_RH,9600.0,1,4,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,128.0,3,3,Others,4,3,2,5,553.0,3,147.0,588.0,GasA_GasW,3,1,SBrkr,1336.0,0.0,0.0,0,1,2,0,3,3,6,Typ,1,2,Attchd,2,2,3,3,1,312.0,11.0,0.0,0.0,0.0,0.0,0,8,Others,163000.0,40.0,40.0,0.0
Others,FV_RL_RH,3215.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,120.0,4,3,PConc,4,3,3,6,280.0,1,0.0,320.0,GasA_GasW,5,1,SBrkr,600.0,600.0,0.0,0,0,2,1,2,4,4,Typ,0,0,Others,2,2,3,3,1,0.0,172.0,0.0,0.0,0.0,0.0,0,4,Others,155000.0,6.0,6.0,0.0
Others,FV_RL_RH,11104.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,6,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,3,6,828.0,1,0.0,599.0,GasA_GasW,4,1,SBrkr,1427.0,0.0,0.0,0,1,2,0,4,3,7,Typ,0,0,Attchd,2,2,3,3,1,0.0,0.0,0.0,0.0,216.0,0.0,0,5,Others,183000.0,39.0,39.0,0.0
60_20,FV_RL_RH,15295.0,1,1,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,254.0,4,3,PConc,4,3,2,6,762.0,1,0.0,98.0,GasA_GasW,5,1,SBrkr,1212.0,780.0,0.0,1,0,2,1,3,4,7,Others,2,3,Attchd,2,2,3,3,1,225.0,32.0,0.0,0.0,0.0,0.0,0,6,Others,211000.0,11.0,11.0,6.0
60_20,FV_RL_RH,9109.0,1,4,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,2,36.0,6,596.0,122.0,GasA_GasW,5,1,SBrkr,754.0,786.0,0.0,1,0,2,1,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,140.0,32.0,0.0,0.0,0.0,0.0,0,10,Others,184000.0,15.0,15.0,0.0
Others,FV_RL_RH,7018.0,1,4,Others,Others,Norm,Norm,Others,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,0,0,0,0,0.0,0,0.0,0.0,GasA_GasW,3,1,SBrkr,1535.0,0.0,0.0,0,0,2,0,4,3,8,Typ,0,0,Attchd,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,118858.0,30.0,30.0,0.0
Others,FV_RL_RH,14112.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,5,7,Hip,CompShg,Others,Others,Others,86.0,3,3,PConc,3,3,3,6,1014.0,1,0.0,138.0,GasA_GasW,3,1,SBrkr,1152.0,0.0,0.0,1,0,1,0,3,3,6,Typ,1,4,Attchd,2,2,3,3,1,227.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,180500.0,46.0,46.0,0.0
120,FV_RL_RH,3523.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,30.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1081.0,GasA_GasW,5,1,SBrkr,1151.0,0.0,0.0,1,0,2,0,2,4,5,Typ,0,0,Attchd,3,2,3,3,1,0.0,60.0,0.0,0.0,0.0,0.0,0,2,New,166000.0,1.0,1.0,1.0
Others,FV_RL_RH,15312.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,5,Hip,CompShg,Others,Others,Others,54.0,3,3,Others,3,3,3,4,588.0,1,0.0,550.0,GasA_GasW,5,1,SBrkr,1138.0,0.0,0.0,0,1,1,0,3,3,6,Typ,1,3,Attchd,2,2,3,3,1,0.0,0.0,0.0,0.0,140.0,0.0,0,3,Others,148000.0,49.0,49.0,0.0
60_20,FV_RL_RH,7450.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,438.0,2,206.0,250.0,GasA_GasW,4,1,SBrkr,1074.0,0.0,0.0,0,0,1,0,2,4,6,Others,1,4,Others,1,2,3,3,1,0.0,72.0,0.0,0.0,0.0,0.0,0,1,Others,124000.0,41.0,51.0,0.0
120,FV_RL_RH,7313.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,Others,Others,Others,246.0,5,3,PConc,5,3,1,6,1153.0,1,0.0,408.0,GasA_GasW,5,1,SBrkr,1561.0,0.0,0.0,1,0,2,0,2,5,6,Typ,1,4,Attchd,3,2,3,3,1,203.0,47.0,0.0,0.0,0.0,0.0,0,8,Others,277500.0,2.0,2.0,0.0
60_20,FV_RL_RH,10019.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,397.0,4,3,PConc,4,3,1,5,527.0,1,0.0,815.0,GasA_GasW,5,1,SBrkr,1358.0,1368.0,0.0,0,0,2,1,4,4,9,Typ,1,5,Attchd,2,3,3,3,1,307.0,169.0,168.0,0.0,0.0,0.0,0,6,Others,350000.0,11.0,11.0,0.0
60_20,FV_RL_RH,15401.0,1,3,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,296.0,5,3,PConc,5,3,4,6,1337.0,1,0.0,547.0,GasA_GasW,5,1,SBrkr,1884.0,0.0,0.0,1,0,2,0,2,5,7,Typ,1,4,Attchd,3,3,3,3,1,214.0,76.0,0.0,0.0,0.0,0.0,0,9,Others,387000.0,4.0,4.0,0.0
Others,FV_RL_RH,9098.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,5,348.0,1,0.0,180.0,GasA_GasW,5,1,SBrkr,605.0,0.0,0.0,1,0,1,0,2,3,5,Typ,0,0,Others,0,0,0,0,0,0.0,0.0,144.0,0.0,0.0,0.0,0,7,Others,86000.0,0.0,87.0,82.0
60_20,FV_RL_RH,16280.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,9,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,5,5,Others,4,5,2,6,1044.0,3,382.0,0.0,GasA_GasW,5,1,SBrkr,1671.0,0.0,0.0,1,0,3,0,3,5,6,Typ,1,4,Attchd,2,2,3,3,1,280.0,90.0,0.0,0.0,0.0,0.0,0,5,Others,290000.0,32.0,32.0,31.0
Others,Others,9392.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,3,3,Others,CompShg,Others,Others,Others,0.0,3,2,Others,2,3,1,1,0.0,1,0.0,245.0,GasA_GasW,3,0,SBrkr,797.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,0,0,0,0,0,0.0,36.0,94.0,0.0,0.0,0.0,0,9,Others,44000.0,0.0,109.0,50.0
60_20,FV_RL_RH,12209.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,5,3,1,5,690.0,1,0.0,114.0,GasA_GasW,5,1,SBrkr,804.0,1157.0,0.0,1,0,2,1,3,4,7,Typ,1,3,BuiltIn,3,2,3,3,1,125.0,192.0,0.0,0.0,0.0,0.0,0,6,Others,215000.0,8.0,8.0,1.0
Others,FV_RL_RH,13110.0,1,3,Others,Others,Others,Others,Others,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,144.0,3,3,Others,4,3,1,6,962.0,1,0.0,191.0,GasA_GasW,5,1,SBrkr,1193.0,0.0,0.0,1,0,2,0,2,3,6,Typ,0,0,Attchd,3,2,3,3,1,140.0,153.0,0.0,0.0,0.0,0.0,0,7,Others,146500.0,34.0,34.0,0.0
Others,FV_RL_RH,2651.0,1,4,Others,UpperQuan,Norm,Norm,Others,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,4,3,1,6,641.0,1,0.0,32.0,GasA_GasW,5,1,SBrkr,673.0,709.0,0.0,1,0,2,1,3,4,6,Typ,0,0,Others,1,2,3,3,1,153.0,50.0,0.0,0.0,0.0,0.0,0,4,Others,165000.0,6.0,6.0,0.0
Others,Others,8520.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,6,7,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,3,168.0,2,546.0,0.0,GasA_GasW,3,0,SBrkr,1664.0,862.0,0.0,0,0,2,0,5,4,10,Typ,1,4,Others,1,1,3,3,1,88.0,15.0,0.0,0.0,0.0,0.0,0,8,Others,136000.0,91.0,91.0,34.0
60_20,FV_RL_RH,39384.0,1,3,HLS_Low,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Others,CompShg,Others,Others,Stone,902.0,3,3,Others,4,3,4,5,1110.0,1,0.0,595.0,GasA_GasW,5,1,SBrkr,1390.0,0.0,0.0,1,0,1,1,1,5,4,Others,2,4,Attchd,1,2,3,3,1,0.0,189.0,0.0,0.0,0.0,0.0,0,10,Others,252000.0,49.0,49.0,0.0
Others,FV_RL_RH,2628.0,1,4,Others,UpperQuan,Norm,Norm,Others,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Stone,106.0,4,3,PConc,4,3,1,1,0.0,1,0.0,764.0,GasA_GasW,5,1,SBrkr,764.0,862.0,0.0,0,0,2,1,2,4,6,Typ,0,0,BuiltIn,2,2,3,3,1,0.0,27.0,0.0,0.0,0.0,0.0,0,6,Others,175500.0,7.0,7.0,0.0
Others,Others,6406.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,421.0,1,0.0,269.0,GasA_GasW,3,1,Others,868.0,690.0,0.0,0,0,1,1,3,3,7,Typ,1,4,Others,1,2,3,3,1,0.0,36.0,0.0,0.0,182.0,0.0,0,10,Others,150000.0,70.0,70.0,11.0
